,EQ,JDT,Lucene,MyLyn,PDE
0,18.501224987849753,87.1098965355751,40.100078664383304,53.3776409391798,81.19369616608427
1,20.945702339537963,27.809478753401898,11.856847562289468,11.112337283480228,20.89292803532515
2,24.780449321598127,167.02229024195694,119.2515976347978,68.12406264146537,101.12598315301626
3,3.652700673062759,49.91658941310558,48.06125889615174,9.234114275671429,12.10011501894266
4,26.91360595170329,81.94141274267228,102.56514379306641,99.80791341512405,36.731302506178515
5,28.853670630954827,116.16930013014111,114.23365236437925,12.82790648142668,139.92764249670967
6,12.072117905516395,59.04616830325398,16.440220882770202,31.717002064070968,32.56649967721734
7,18.647852948647465,32.48404644907998,15.09696658769364,11.316237441205983,16.07584559874838
8,20.70996513961212,10.984689497783371,33.99391907827886,39.91610058940056,34.391022918667204
9,56.21546283187404,251.85265836708618,115.46204895298195,9.442675873161823,111.643804994663
10,3.6677450342132603,38.981266545022976,15.235225166651697,19.972005649809116,13.616709608542685
11,13.340092898602016,45.40655115726847,52.78585656154056,86.46988512879659,57.890156708242664
12,25.879441101035155,98.31972094312432,98.37056459644283,93.2234218207487,87.78797649811032
13,0.04205219973334939,53.152999410487844,7.425126992435831,17.458042350230734,6.9347155430015555
14,2.9564123425356295,2.688076541429563,19.30384061450163,1.376370399347905,1.7903322317230619
15,11.154692936571154,89.93265567084927,,12.19534823997696,52.6656234144821
16,29.314207657082825,92.63039687369042,4.779060262537686,55.83049016089439,59.767344019043435
17,9.738459852011395,43.79336112693559,30.474470492794367,35.36307930280914,58.03883514900047
18,25.189164117851423,43.07013972798933,82.6759611530825,87.73237556100845,48.19855765083973
19,60.74869094973466,32.14233599141596,42.63063403433058,0.3046046021744024,61.79667384338371
20,1.8281856055189356,6.740308510583097,30.53997021533953,0.016293643457506904,1.5568341179183187
21,3.0584235780625453,13.49572931729814,16.892811932341058,8.102118579562218,12.168059004550637
22,28.71538435229003,199.7592018304525,113.0211853618572,109.52199271824195,98.54071787630465
23,39.00635312318925,148.66485899081653,21.057418629339566,213.23787777853397,65.07439278076569
24,26.20892153675244,85.909493275706,4.945586191976763,27.8165298802013,74.27184087590712
25,6.291643403970156,0.7099370076205603,0.8065787307704455,5.5677482694964375,0.1709291434662006
26,40.69955609831251,50.79183813420602,28.043526365114545,40.369360064490586,50.99980380465013
27,12.114043899479459,1.447664686311495,0.0077512955722334196,0.01536808920204628,14.003073341122237
28,16.70949884476442,32.945689602346604,3.99771520853275,7.603431918133113,6.482308158295278
29,2.6842598919068905,0.48683351280177034,18.116631447454516,0.13723930926971856,1.5631160825686874
30,2.291474793269753,7.581788095204669,7.85786085181159,3.6398254458492114,1.1888038654056454
31,23.25621944188467,18.570003785547794,23.670751479022258,16.17159595842295,37.166163768113286
32,4.785465898704597,14.557877162241333,17.295595035378163,6.4590847295926945,14.632425460212623
33,22.48164148920799,79.64668666843392,18.11526169973756,102.8462935303611,80.15640894681908
34,29.91153570237088,170.04445087651604,67.10649571025226,81.58241294862931,117.28906645274118
35,24.309346972170683,50.02598184106662,51.25284661854893,62.61319104800477,27.132295718110214
36,37.756640374428564,196.84259515020187,86.33167880488026,102.74355431767546,121.1530930806958
37,27.04246963681937,153.096126458699,28.211074077646025,72.85177804801167,96.48321815910707
38,21.96099739498289,26.240732317056704,82.39803065807403,64.4419876635741,80.31555526690431
39,47.35805435547055,107.49195280864406,9.991165436261431,58.47862844992349,43.864676612240196
40,27.805171905564357,202.2545438354478,94.02830826551674,102.55787556928458,117.41096364639876
41,8.12553186158707,48.49786472355942,17.19458408682623,69.85284452425897,9.450733991489699
42,6.602203893882845,96.949344584639,,37.45680882638961,46.237421686720374
43,19.678300335746254,5.512399595966464,13.932556812187164,67.85808374382137,30.109026128902244
44,17.912463970099346,125.54774009336249,,44.211377141648654,82.46889915494155
45,21.44063191182052,61.11837336861426,50.20853181090045,54.42019674862226,35.68509170296663
46,0.9100663530698103,6.703715033439657,4.133071432365754,5.528561697744963,0.4869198804566039
47,28.60197269755072,96.62505083299982,22.788978211422954,47.27707418386502,55.97670440493373
48,64.82211780916664,83.78646698250107,83.02323262050082,2.4712787585506186,151.2339961080738
49,18.61676190580488,15.708869998645202,4.247216519250973,0.08966496545670763,1.3871497727589337
50,23.55149321357703,166.588110502115,119.2515976347978,61.121638319805605,68.69024429214751
51,25.32948446829418,97.31001652146648,23.55632094775787,69.34510636758067,97.31971619191789
52,13.995858028577953,9.372149933129647,3.6132431115275097,5.156028095998742,0.09317195474724209
53,30.801480184818818,195.36440421439778,56.89474336702047,79.80626304324312,144.81674785315698
54,23.52728223564803,0.15436386935377427,1.8003368669494202,0.5895899869624036,6.526310599941526
55,29.65089456505277,31.240103189667504,11.082606310774807,17.13422337992222,8.278993954477022
56,29.662934385232735,70.44482022683988,23.501300204588404,39.34718105172082,78.14352813315728
57,29.586377004875924,194.9184522337815,119.29848534158252,109.69410709689222,103.54049479286351
58,53.12005585395801,100.03024994978747,88.74797124642774,12.910814730267422,129.53517750881431
59,18.423367524574353,87.41331063073723,41.77369634289076,56.691692204567175,76.92059224357821
